title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Hunger Games: Mockingjay - Part 2",movie,"Action, Adventure, Sci-Fi",2015,tt1951266,6.6,383885,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Mama,movie,"Fantasy, Horror, Thriller",2013,tt2023587,6.2,194022,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Before Midnight",movie,"Drama, Romance",2013,tt2209418,7.9,175844,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Butler",movie,"Biography, Drama",2013,tt1327773,7.2,120674,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Capturing Mary",movie,Drama,2007,tt0899052,6.7,2147,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"First Cousin Once Removed",movie,Documentary,2012,tt2615134,7.5,413,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Long Live the Family",movie,"Crime, Drama",2011,tt2241479,6.6,155,"CZ, SK"
"Clear History",movie,Comedy,2013,tt2279864,6.4,19798,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Carrie,movie,"Drama, Horror, Thriller",2013,tt1939659,5.8,150686,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Scenes from a Marriage",movie,Drama,1974,tt6725014,8.3,9116,"AG, BB, BS, HN, NI, TT, US"
"Miss Evers' Boys",movie,"Drama, War",1997,tt0119679,7.1,1457,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Tom and Jerry: Robin Hood and His Merry Mouse",movie,"Action, Adventure, Animation",2012,tt2423422,6.3,1394,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Jurassic World",movie,"Action, Adventure, Sci-Fi",2015,tt0369610,6.9,690533,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"In the Shadow",movie,"Crime, Drama, Thriller",2012,tt1860359,7.1,1932,"CZ, SK"
Trolls,movie,"Adventure, Animation, Comedy",2016,tt1679335,6.4,94589,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Sekal Has to Die",movie,Drama,1998,tt0163019,7.3,1050,"CZ, SK"
"The Lego Movie",movie,"Action, Adventure, Animation",2014,tt1490017,7.7,395547,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Edge of Tomorrow",movie,"Action, Adventure, Sci-Fi",2014,tt1631867,7.9,756239,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Smurfs: The Lost Village",movie,"Adventure, Animation, Comedy",2017,tt2398241,6,25022,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Doraemon: Nobita and the New Steel Troops: ~Winged Angels~",movie,"Action, Adventure, Animation",2011,tt1851909,7.9,2238,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Winter's Tale",movie,"Drama, Fantasy, Mystery",2014,tt1837709,6.1,57562,US
"The Education of Mohammad Hussein",movie,"Documentary, Drama, Short",2013,tt2386922,5.6,126,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Kings Point",movie,"Comedy, Documentary, Drama",2012,tt2109153,6.6,248,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mondays at Racine",movie,"Documentary, Family, Short",2012,tt2083264,7.5,347,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Hold Up!",movie,"Comedy, Crime, Thriller",2012,tt2203951,6.3,833,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Lóve,movie,"Drama, Romance",2011,tt2165959,6.2,272,"CZ, SK"
"A Dark Truth",movie,"Action, Drama, Thriller",2012,tt2083379,5.6,6343,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"De Marathon",movie,"Comedy, Drama, Sport",2012,tt2401621,7.5,7683,NL
"We're the Millers",movie,"Comedy, Crime",2013,tt1723121,7,496481,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"No One Dies in Lily Dale",movie,"Documentary, Drama, History",2011,tt1609145,5.6,160,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Fire with Fire",movie,"Action, Crime, Mystery",2012,tt1925431,5.6,27798,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Haute Cuisine",movie,"Biography, Comedy",2012,tt2094877,6.4,6990,"FR, MC"
"In Pursuit of Honor",movie,"Drama, Western",1995,tt0113399,7,1785,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Kung Fu Panda 3",movie,"Action, Adventure, Animation",2016,tt2267968,7.1,197090,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"City on Fire",movie,"Action, Drama",1979,tt0078976,4.4,1652,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, RS, SI, SK"
"Chasing Rainbows",movie,Comedy,2012,tt1872167,7,666,"MD, RO"
"Beauty in Trouble",movie,"Comedy, Drama",2006,tt0449303,6.8,1030,"CZ, SK"
Primo,movie,Drama,2005,tt0466932,7.5,179,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Justice League",movie,"Action, Adventure, Fantasy",2017,tt0974015,6.1,484721,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Batman: The Dark Knight Returns, Part 2",movie,"Action, Animation, Crime",2013,tt2166834,8.3,58054,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Houston, We Have a Problem!",movie,Comedy,2016,tt5518022,7.8,3715,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Sabotage,movie,"Action, Crime, Drama",2014,tt1742334,5.7,66944,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Admission,movie,"Comedy, Drama, Romance",2013,tt1814621,5.7,36497,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The 100 Year-Old Man Who Climbed Out the Window and Disappeared",movie,"Adventure, Comedy",2013,tt2113681,7,43093,"CZ, SK"
"Triple 9",movie,"Action, Crime, Drama",2016,tt1712261,6.3,78464,"FR, MC, US"
Getaway,movie,"Action, Thriller",2013,tt2167202,4.4,25455,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Prisoners,movie,"Crime, Drama, Mystery",2013,tt1392214,8.2,839312,US
"Flight of the Conchords",movie,Comedy,2005,tt0666198,8.6,309,"DK, FI, NO, PT, SE"
"Crulic - The Path to Beyond",movie,"Animation, Biography, Documentary",2011,tt1996223,7.6,828,"MD, RO"
"The Devil's Child",movie,"Drama, Horror, Thriller",1997,tt0123036,4,503,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Paradise: Hope",movie,Drama,2013,tt2371834,6.7,5161,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Scooby-Doo! Mask of the Blue Falcon",movie,"Action, Adventure, Animation",2012,tt2586070,6.6,2278,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Ambushed,movie,"Action, Drama, Thriller",1998,tt0138289,5.9,774,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Boldog új élet",movie,Drama,2007,tt0944188,6.6,78,HU
"Chance of a Lifetime",movie,"Comedy, Drama, Romance",1998,tt0132032,5.8,272,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Oldies But Goldies",movie,"Adventure, Comedy, Drama",2012,tt2559232,6.3,115,"CZ, SK"
"August: Osage County",movie,"Comedy, Drama",2013,tt1322269,7.2,96554,"CZ, HU, MD, RO, SK"
"The Angry Birds Movie",movie,"Action, Adventure, Animation",2016,tt1985949,6.3,107443,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, RO, RS, SI, SK"
Austenland,movie,"Comedy, Romance",2013,tt1985019,6.3,24125,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Interstellar,movie,"Adventure, Drama, Sci-Fi",2014,tt0816692,8.7,2194783,"AD, AR, BA, BE, BG, BO, BR, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, UY, VE"
Transcendence,movie,"Action, Drama, Sci-Fi",2014,tt2209764,6.2,240862,PT
"Fruitvale Station",movie,"Biography, Crime, Drama",2013,tt2334649,7.5,86806,"DK, FI, NO, SE, US"
"On My Way",movie,"Comedy, Drama",2013,tt2289538,6.4,2629,"FR, MC"
"Louder Than Bombs",movie,Drama,2015,tt2217859,6.6,14400,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Call",movie,"Drama, Thriller",2013,tt1911644,6.7,131210,"CZ, HU, MD, RO, SK"
"The Purge",movie,"Horror, Sci-Fi, Thriller",2013,tt2184339,5.7,246912,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Life According to Sam",movie,"Biography, Documentary, Drama",2013,tt2558550,8.1,970,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Manhunt: The Inside Story of the Hunt for Bin Laden",movie,"Documentary, History, War",2013,tt2475544,6.7,1213,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Valentine Road",movie,"Crime, Documentary",2013,tt2577990,7,2005,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Domestic,movie,"Comedy, Drama, Family",2012,tt2527190,6.6,593,"MD, RO"
"Hank and Asha",movie,"Comedy, Romance",2013,tt2330270,6.6,477,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Hotel Transylvania 2",movie,"Adventure, Animation, Comedy",2015,tt2510894,6.6,148154,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Night Train to Lisbon",movie,"Mystery, Romance, Thriller",2013,tt1654523,6.8,21086,PT
"Doraemon: Nobita and the Island of Miracles ~Animal Adventure~",movie,"Action, Adventure, Animation",2012,tt2271315,6.7,690,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Spy Returns",movie,"Action, Adventure, Comedy",1994,tt0110094,4.8,401,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"How I Live Now",movie,"Action, Adventure, Drama",2013,tt1894476,6.4,32325,"FR, MC"
"Out of the Furnace",movie,"Action, Crime, Drama",2013,tt1206543,6.7,126924,US
"Superman: Unbound",movie,"Action, Adventure, Animation",2013,tt2617456,6.6,13952,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Homeless: The Motel Kids of Orange County",movie,Documentary,2010,tt1706603,6.4,450,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"In Tahrir Square: 18 Days of Egypt's Unfinished Revolution",movie,"Adventure, Documentary, History",2012,tt2034696,7,159,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Paper Planes",movie,"Comedy, Drama, Romance",2009,tt1353804,5.7,179,HU
Möbius,movie,"Drama, Thriller",2013,tt2106550,6.1,5859,"CZ, FR, MC, SK"
"Inherent Vice",movie,"Comedy, Crime, Drama",2014,tt1791528,6.6,112449,"AD, ES, NL, PT, US"
Jappeloup,movie,"Biography, Drama, Sport",2013,tt2018079,6.6,1889,"FR, MC"
"In Secret",movie,"Crime, Drama, Thriller",2013,tt0409379,6.1,9864,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Phil Spector",movie,"Biography, Drama, Music",2013,tt1745862,6.2,8091,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Gasland Part II",movie,Documentary,2013,tt2795078,7.6,1739,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Lego Batman: The Movie - DC Super Heroes Unite",movie,"Action, Adventure, Animation",2013,tt2465238,6.4,5817,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Veronica Mars",movie,"Crime, Drama, Mystery",2014,tt2771372,6.7,55217,"BE, FR, MC"
"Hard as Nails",movie,Documentary,2007,tt1010267,5.4,218,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"We Are the Nobles",movie,Comedy,2013,tt2222394,7.3,10752,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Raid 2",movie,"Action, Crime, Thriller",2014,tt2265171,7.9,133450,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"T2 Trainspotting",movie,"Comedy, Crime, Drama",2017,tt2763304,7.1,135072,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Point of Origin",movie,"Crime, Drama, Thriller",2002,tt0285917,5.8,1557,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Justice League: The Flashpoint Paradox",movie,"Action, Adventure, Animation",2013,tt2820466,8.1,61163,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Daylight,movie,"Drama, Mystery, Thriller",2013,tt2359002,7,4207,NL
"Deliver Us from Evil",movie,"Crime, Horror, Mystery",2014,tt2377322,6.2,87460,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
"The Gilded Cage",movie,"Comedy, Drama",2013,tt2261749,7.2,10750,PT
"Fall to Grace",movie,Documentary,2013,tt2763308,5.9,153,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"22 Jump Street",movie,"Action, Comedy, Crime",2014,tt2294449,7,414978,"FR, MC, US"
"Walk of Shame",movie,Comedy,2014,tt2463288,6,57677,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Legend of Hercules",movie,"Action, Adventure, Fantasy",2014,tt1043726,4.3,56639,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Trials of Ted Haggard",movie,Documentary,2009,tt1364306,6.6,379,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Portuguese Falcon",movie,"Action, Comedy, History",2015,tt1941478,6.9,2092,PT
"Star Trek Beyond",movie,"Action, Adventure, Sci-Fi",2016,tt2660888,7,261905,"AD, DK, ES, FI, NO, PT, SE"
"Whimsical Illusions",movie,Short,1909,tt0223507,6.3,624,"AG, BB, BS, HN, NI, TT, US"
"American Sniper",movie,"Action, Biography, Drama",2014,tt2179136,7.3,540000,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Blood Ties",movie,"Action, Crime, Drama",2013,tt1747958,6.5,21451,"CZ, SK"
"Third Person",movie,"Drama, Romance",2013,tt2343793,6.3,29600,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Other Woman",movie,"Comedy, Romance",2014,tt2203939,6,153904,"DK, FI, NO, SE"
"Lone Survivor",movie,"Action, Biography, Drama",2013,tt1091191,7.5,311436,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Lock-Up: The Prisoners of Rikers Island",movie,"Crime, Documentary",1994,tt0113684,7.6,239,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Neighbors,movie,Comedy,2014,tt2004420,6.3,334406,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Collide,movie,"Action, Adventure, Crime",2016,tt2126235,5.7,17595,"FR, MC"
"Muhammad Ali's Greatest Fight",movie,"Biography, Drama",2013,tt2061756,6.7,2610,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Witch",movie,"Fantasy, Short",1906,tt0132179,6.4,839,"TT, US"
"Ghost in the Shell: Arise - Border 1: Ghost Pain",movie,"Action, Animation, Sci-Fi",2013,tt2636124,7.1,4434,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"50 to 1",movie,Drama,2014,tt1777595,6.3,2302,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Déjà Vu",movie,Drama,2013,tt2577862,5.9,195,"MD, RO"
"Tom and Jerry's Giant Adventure",movie,"Adventure, Animation, Comedy",2013,tt3108584,6,1128,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Badges of Fury",movie,"Action, Comedy, Crime",2013,tt2644714,4.5,3188,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Virginity Sucks",movie,Comedy,2006,tt0479117,2.3,204,"CZ, SK"
"Scooby-Doo! Stage Fright",movie,"Adventure, Animation, Comedy",2013,tt3025994,6.8,2473,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"The Man from U.N.C.L.E.",movie,"Action, Adventure, Comedy",2015,tt1638355,7.2,341308,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
Philomena,movie,"Biography, Comedy, Drama",2013,tt2431286,7.6,104578,"CZ, SK"
Boycott,movie,"Drama, History",2001,tt0255851,7.1,1112,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Judge",movie,"Crime, Drama, Mystery",2014,tt1872194,7.4,210545,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Our Kind of Traitor",movie,"Action, Crime, Drama",2016,tt1995390,6.2,24336,"DK, FI, NO, SE"
"The Imitation Game",movie,"Biography, Drama, Thriller",2014,tt2084970,8,839294,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"In the Heart of the Sea",movie,"Action, Adventure, Biography",2015,tt1390411,6.9,150806,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
